User_ID,Age,Gender,Job_Type,Annual_Income,Marital_Status,Number_of_Dependents,Rent,EMI,Grocery,Food_Outside,Travel,Entertainment,Healthcare,Subscriptions,Education,Savings,Financial_Goal,Target_Monthly_Expense
3969,23,Female,Self-Employed,640864.0,Single,0,11574.0,7097,3133.0,2079,3504,257,2887,613,2281,19464.0,Buy House,33425
3970,24,Male,Salaried,362574.0,Single,1,15601.0,7387,4701.0,2008,1955,908,1185,653,1696,13098.0,None,36094
3971,49,Male,Freelancer,502397.0,Single,0,11198.0,5408,2479.0,2257,1689,1566,3030,1229,2551,4360.0,Education,31407
3972,49,Female,Self-Employed,636518.0,Single,1,6740.0,5422,5482.0,2230,1831,1004,1429,1112,4344,5761.0,Buy House,29594
3973,42,Female,Salaried,557508.0,Single,4,12770.0,5812,5160.0,2016,1467,1434,2444,816,71,4620.0,Emergency Fund,31990
3974,50,Male,Salaried,650086.0,Single,1,17222.0,6883,5925.0,2327,1000,1222,2124,393,3011,19415.0,Emergency Fund,40107
3975,24,Male,Unemployed,736057.0,Single,3,9358.0,8488,4979.0,791,310,1823,838,907,3214,4158.0,None,30708
3976,29,Male,Salaried,368413.0,Single,0,20032.0,7694,4553.0,4261,2630,1333,1827,1021,1753,6977.0,Emergency Fund,45104
3977,33,Female,Salaried,587120.0,Married,0,12575.0,6690,5114.0,2072,2683,338,1871,1154,842,13373.0,Emergency Fund,33339
3978,33,Other,Salaried,-65901.0,Single,1,10212.0,10783,6695.0,932,988,0,1919,1079,644,9275.0,Buy House,33232
3979,60,Male,Unemployed,649467.0,Single,3,8870.0,11476,6538.0,527,1554,2289,3234,456,0,2946.0,None,34494
3980,53,Female,Unemployed,539837.0,Married,3,12979.0,13355,6917.0,2463,886,330,2013,624,1061,12866.0,None,40628
3981,30,Male,Self-Employed,403310.0,Married,1,11534.0,7246,1613.0,1603,2061,816,1404,1040,2027,18811.0,Education,29344
3982,24,Male,Student,663144.0,Single,2,5570.0,5918,6605.0,2299,2074,959,647,980,1054,6084.0,None,26106
3983,53,Male,Salaried,834540.0,Married,4,19958.0,7745,6046.0,4119,1159,566,1569,840,1604,6556.0,None,43606
3984,64,Female,Unemployed,504796.0,Single,1,10318.0,5806,8070.0,2026,1248,1771,1087,854,0,15614.0,Buy House,30649
3985,26,Female,Salaried,411037.0,Single,3,19916.0,7937,4212.0,3088,1285,1022,824,665,3034,13757.0,Education,41983
3986,49,Female,Salaried,633005.0,Single,4,6542.0,9628,4547.0,1022,916,0,1421,169,2561,4508.0,Education,26715
3987,28,Male,Salaried,332879.0,Married,1,16808.0,8426,5398.0,2262,1870,1209,358,860,0,20258.0,None,36622
3988,25,Male,Self-Employed,467924.0,Single,4,18778.0,7354,1374.0,1147,0,882,0,1249,2741,5509.0,Save for Trip,32764
3989,50,Male,Freelancer,844480.0,Married,2,18363.0,10555,893.0,843,1573,1369,1718,1001,3253,12689.0,Education,39568
3990,40,Female,Salaried,612436.0,Single,3,14001.0,14706,5470.0,2189,3245,2349,3429,826,1994,3257.0,None,48209
3991,42,Male,Unemployed,224107.0,Married,2,16982.0,5169,3262.0,3483,2177,477,2252,618,2206,14075.0,None,36626
3992,25,Female,Salaried,240602.0,Single,2,14342.0,9337,2992.0,2967,543,101,807,1039,1041,4950.0,Buy House,33169
3993,62,Male,Salaried,632417.0,Single,3,6847.0,7237,5813.0,4720,576,3045,2199,624,3369,7572.0,Education,34430
3994,39,Male,Salaried,772478.0,Single,2,14065.0,4624,2619.0,1948,977,193,3665,1549,1478,6038.0,Education,31118
3995,21,Male,Self-Employed,276476.0,Married,1,6546.0,5122,6047.0,2339,856,2322,1111,916,1005,986.0,Save for Trip,26264
3996,57,Male,Freelancer,689943.0,Single,1,5873.0,6374,3701.0,2665,2187,2430,481,745,321,,None,24777
3997,20,Male,Salaried,866069.0,Married,4,13399.0,14293,3638.0,2114,719,759,1988,1140,1924,8856.0,Education,39974
3998,46,Male,Self-Employed,977572.0,Married,1,9045.0,11813,5540.0,2887,2163,1829,3087,948,1478,3476.0,Emergency Fund,38790
3999,58,Female,Salaried,666245.0,Single,1,19948.0,4427,3144.0,1460,1352,260,1764,396,240,1279.0,Education,32991
4000,46,Female,Self-Employed,701361.0,Married,4,20423.0,10178,7599.0,1308,1818,1387,1462,747,2772,10143.0,None,47694
4001,51,Male,Unemployed,173363.0,Married,0,25691.0,4117,4842.0,1487,2160,1674,1120,891,3999,20956.0,Emergency Fund,45981
4002,51,Male,Salaried,1019951.0,Single,3,5180.0,5495,4973.0,992,1983,272,713,920,3108,12016.0,Save for Trip,23636
4003,45,Male,Student,484902.0,Single,1,6349.0,13252,5949.0,318,3173,1895,964,569,2907,14755.0,Emergency Fund,35376
4004,30,Male,Self-Employed,413306.0,Single,4,16344.0,15934,6606.0,1845,2871,1661,1371,1005,908,10243.0,Buy House,48545
4005,32,Male,Salaried,548959.0,Single,2,10420.0,426,4214.0,0,720,2218,3045,196,1416,10569.0,Emergency Fund,22420
4006,40,Female,Unemployed,902335.0,Single,2,8384.0,8123,6038.0,1599,3684,1159,0,874,720,9391.0,Emergency Fund,30067
4007,61,Male,Salaried,1041609.0,Single,1,10084.0,9631,6128.0,0,1682,0,3429,1000,2866,8897.0,Emergency Fund,34103
4008,43,Male,Salaried,625082.0,Married,3,11638.0,6902,7201.0,3601,1912,1167,2333,1494,1027,4407.0,None,37275
4009,21,Male,Salaried,799617.0,Single,4,15311.0,8562,4297.0,1600,2453,909,1253,931,3772,11636.0,Save for Trip,39088
4010,43,Male,Salaried,608641.0,Married,4,2935.0,6378,6128.0,0,540,1794,1932,459,1078,4569.0,Emergency Fund,20432
4011,57,Female,Freelancer,392441.0,Single,4,14041.0,10510,5856.0,2031,3255,123,868,894,2643,6846.0,Buy House,40221
4012,26,Male,Self-Employed,895349.0,Single,4,11040.0,6633,5640.0,2266,1840,2706,3172,420,5188,0.0,Education,38905
4013,22,Male,Student,,Married,4,8037.0,10237,1683.0,1399,2924,1153,376,1028,5123,9504.0,Emergency Fund,31960
4014,49,Female,Salaried,907106.0,Married,3,18943.0,11942,6886.0,3613,1473,2060,323,1009,1121,3739.0,Education,47370
4015,37,Male,Salaried,859708.0,Single,4,9852.0,11380,6559.0,2589,684,0,2056,571,4319,10919.0,Education,37832
4016,28,Female,Salaried,722807.0,Single,3,10284.0,7264,5990.0,1754,2204,858,1610,359,1934,,Education,32257
4017,32,Female,Self-Employed,965795.0,Single,3,10603.0,0,4087.0,2527,630,2323,1572,1724,1727,7391.0,Emergency Fund,24165
4018,49,Male,Unemployed,1046469.0,Single,3,19806.0,9959,7472.0,3549,1162,433,1275,699,2307,1473.0,None,46662
4019,45,Female,Self-Employed,564951.0,Single,2,12543.0,2217,4913.0,785,0,78,931,847,2120,11484.0,Emergency Fund,23468
4020,39,Male,Salaried,438241.0,Married,0,11653.0,9849,5730.0,1180,2996,1023,1232,897,0,17261.0,Emergency Fund,34197
4021,58,Female,Student,227146.0,Single,1,16419.0,9531,3282.0,2025,1110,1711,2463,756,1428,14153.0,None,38725
4022,34,Male,Freelancer,1048936.0,Single,2,833.0,7171,4529.0,325,1314,751,2524,887,913,,Save for Trip,19247
4023,43,Male,Salaried,512064.0,Single,0,13015.0,8267,5101.0,2286,1663,906,2228,1003,1909,7104.0,None,36378
4024,61,Female,Freelancer,827007.0,Single,2,13089.0,13819,3679.0,3647,2169,1071,1006,1264,750,11762.0,Emergency Fund,40494
4025,24,Female,Salaried,451749.0,Single,3,16136.0,13182,4011.0,1874,350,790,567,511,1606,1710.0,Emergency Fund,39027
4026,59,Other,Salaried,907653.0,Single,3,13468.0,6594,5804.0,416,178,1407,2946,596,1997,,None,33406
4027,43,Female,Salaried,459976.0,Single,4,6352.0,441,6569.0,2802,2728,73,197,873,2028,15027.0,Buy House,22063
4028,42,Male,Salaried,361656.0,Married,3,3706.0,14284,2815.0,3644,1088,149,1323,1258,2546,4320.0,None,30813
4029,27,Male,Salaried,558299.0,Single,2,15189.0,1688,8444.0,0,1953,1259,1636,266,3243,10035.0,Education,32957
4030,62,Male,Salaried,493645.0,Married,1,9543.0,8365,3702.0,2532,1132,606,4056,910,0,9752.0,None,30492
4031,36,Male,Salaried,719260.0,Single,3,10357.0,7706,3447.0,2647,2263,1747,1512,1101,1129,1550.0,Buy House,31909
4032,28,Male,Freelancer,589721.0,Single,0,7713.0,9741,7296.0,2478,1112,711,2055,1323,1520,12202.0,Education,33949
4033,30,Female,Unemployed,725540.0,Married,2,12070.0,13197,6034.0,2235,1812,1367,1935,1173,3003,16567.0,Emergency Fund,42826
4034,25,Male,Freelancer,541796.0,Married,0,11638.0,8242,6458.0,2120,2129,1404,2557,666,1270,20260.0,Save for Trip,36484
4035,57,Male,Salaried,466979.0,Single,4,5892.0,5981,3733.0,1739,1783,690,2251,1128,1213,13785.0,None,24410
4036,21,Male,Salaried,483288.0,Married,4,15854.0,9139,5678.0,3480,1952,967,2002,306,0,11905.0,None,39145
4037,64,Female,Salaried,1008988.0,Married,1,8431.0,2548,8834.0,2090,1476,1056,1799,1212,3608,11359.0,None,31054
4038,48,Female,,645034.0,Married,2,19132.0,5264,3720.0,4410,117,301,2110,1141,2215,,None,38410
4039,45,Female,Self-Employed,203248.0,Single,1,13058.0,7154,6098.0,2947,0,1746,1244,698,988,11384.0,Buy House,33878
4040,28,Male,Self-Employed,495958.0,Married,0,11563.0,10172,3838.0,2111,307,683,0,907,4155,21077.0,Education,32975
4041,60,Female,Freelancer,619373.0,Married,1,4456.0,13546,3433.0,1082,798,369,960,728,3342,13601.0,Buy House,28714
4042,18,Male,Self-Employed,969080.0,Married,0,14702.0,12325,4628.0,2563,2453,1099,1937,700,3452,14406.0,Save for Trip,43859
4043,64,Female,Salaried,805740.0,Married,1,11801.0,11683,4954.0,1165,0,1924,976,1050,0,9676.0,Buy House,32804
4044,55,Female,Salaried,415656.0,Married,4,12856.0,12368,4747.0,1343,1970,938,1444,1027,2625,0.0,None,39318
4045,41,Male,Self-Employed,1083671.0,Single,2,18585.0,10357,4892.0,1637,861,890,1308,798,563,0.0,Save for Trip,39891
4046,64,Female,Salaried,593768.0,Single,1,16348.0,8310,8303.0,720,1987,1120,1218,916,2035,6367.0,Save for Trip,40957
4047,48,Female,Salaried,849266.0,Single,0,17574.0,4000,7562.0,3760,3063,836,2048,1487,0,14942.0,Save for Trip,40231
4048,58,Male,Salaried,368998.0,Single,2,0.0,8127,5262.0,797,1694,420,1670,1020,1922,12888.0,Emergency Fund,20853
4049,63,Female,Salaried,120367.0,Single,4,10955.0,1430,5143.0,2272,2409,1092,1505,604,1784,9484.0,Buy House,27194
4050,43,Male,Salaried,318314.0,Single,4,4040.0,5912,7178.0,1204,829,823,0,862,3006,12703.0,Save for Trip,23524
4051,22,Male,Freelancer,-50067.0,Single,3,14360.0,8259,6103.0,570,909,34,148,0,1347,12833.0,Education,31682
4052,37,Male,Student,1022418.0,Married,2,2589.0,8239,5400.0,1773,2644,832,1943,991,1750,18918.0,Save for Trip,26161
4053,58,Male,Salaried,642907.0,Married,1,17267.0,5483,8370.0,1858,3603,794,685,672,1080,7191.0,Education,39812
4054,28,Female,Salaried,415071.0,Single,4,19849.0,1105,3706.0,3519,2313,865,2038,301,1917,5392.0,Buy House,35613
4055,50,Male,Freelancer,690525.0,Married,1,11080.0,5756,4980.0,2416,0,158,1066,1053,1805,11769.0,Education,28005
4056,55,Female,Salaried,637867.0,Single,1,13711.0,6980,4794.0,2215,425,1431,1041,947,3888,12007.0,Buy House,35432
4057,44,Male,Salaried,724187.0,Married,0,19760.0,8757,5703.0,2762,1133,1798,175,924,1165,10134.0,Buy House,42177
4058,51,Other,Salaried,841906.0,Married,1,22442.0,10769,3415.0,1719,1933,956,1390,1215,3800,11152.0,None,47639
4059,32,Female,Salaried,542016.0,Single,3,20432.0,6769,5708.0,1389,900,793,0,893,1248,18699.0,None,38046
4060,49,Female,Freelancer,424032.0,Single,2,14694.0,6461,4591.0,1341,2097,1190,639,990,4126,10225.0,Emergency Fund,36129
4061,38,Male,Freelancer,765555.0,Single,2,20070.0,5441,6555.0,1281,432,1181,1111,698,3816,8233.0,None,40585
4062,63,Male,Salaried,760467.0,Married,0,7172.0,7719,4531.0,2296,2507,547,1958,1139,3459,7602.0,Education,31328
4063,22,Male,Salaried,,Married,3,8579.0,11737,4143.0,541,1671,1451,1685,663,1118,4027.0,Save for Trip,31588
4064,23,Female,,1035511.0,Single,3,16679.0,3811,6036.0,1769,2193,536,1421,864,2203,6155.0,Buy House,35512
4065,55,Female,Salaried,512436.0,Single,2,12137.0,152,5169.0,3325,0,184,2100,837,3889,17034.0,None,27442
4066,39,Male,Unemployed,420028.0,Single,3,15374.0,8837,4611.0,2306,1803,845,984,931,1093,9616.0,Buy House,36784
4067,35,Male,Self-Employed,683618.0,Single,4,16578.0,12703,4706.0,1901,749,1137,1708,786,2329,,Education,42597
4068,31,Female,Self-Employed,465012.0,Married,1,16655.0,9225,4276.0,1476,1515,835,642,1148,2872,14645.0,None,38644
4069,27,Male,Freelancer,699103.0,Single,1,2742.0,4034,8092.0,1139,1060,1495,1354,797,1402,8557.0,None,22115
4070,63,Female,Freelancer,433398.0,Married,2,15407.0,7579,5824.0,3259,734,947,838,649,736,16414.0,Save for Trip,35973
4071,30,Female,Freelancer,519952.0,Married,2,8841.0,8222,6152.0,2102,1454,1890,1603,724,533,12845.0,Save for Trip,31521
4072,48,Female,Salaried,978168.0,Married,3,13278.0,10863,,1490,2145,1627,1828,840,4386,4204.0,None,42239
4073,47,Male,Salaried,518883.0,Single,0,9776.0,4529,5423.0,1696,2886,0,1968,883,3922,14528.0,Buy House,30971
4074,20,Male,Self-Employed,440230.0,Single,2,9887.0,14294,4371.0,1114,994,679,1057,524,3514,10980.0,Education,36434
4075,47,Female,Salaried,834136.0,Single,2,8899.0,6348,3963.0,2112,2564,425,1963,775,3977,9004.0,Education,31026
4076,23,Female,Unemployed,389792.0,Married,2,15797.0,5363,4365.0,2107,2757,1380,1667,1120,2808,10720.0,Save for Trip,37364
4077,46,Male,Self-Employed,461411.0,Married,3,11160.0,9153,5991.0,2612,516,1506,1154,677,1414,10124.0,Buy House,34183
4078,25,Male,,715312.0,Single,4,10755.0,2425,,481,1781,1471,1252,1174,1600,2931.0,Buy House,25290
4079,61,Female,Salaried,787682.0,Married,2,10339.0,16229,6943.0,2134,2328,56,2067,752,570,8694.0,Emergency Fund,41418
4080,62,Female,Student,844095.0,Single,4,14937.0,9864,7542.0,2562,1274,818,1685,850,3190,8142.0,Emergency Fund,42722
4081,60,Female,Salaried,450556.0,Single,3,7727.0,6887,2405.0,1839,1421,1700,1142,1016,913,2012.0,Emergency Fund,25050
4082,61,Other,Unemployed,719202.0,Single,0,19948.0,4058,7403.0,3348,2036,1257,2619,1593,1943,8340.0,Education,44205
4083,50,Male,Salaried,506778.0,Single,1,8725.0,7245,3336.0,2650,1500,0,6,726,2275,9591.0,Education,25761
4084,34,Male,Self-Employed,478869.0,Single,1,9811.0,11888,4607.0,3087,1408,2290,890,688,2097,23854.0,None,36766
4085,28,Female,Freelancer,840643.0,Single,1,12106.0,6470,5225.0,929,848,1022,787,1267,3317,2282.0,None,31971
4086,30,Female,Salaried,490089.0,Married,1,14369.0,4980,1874.0,179,929,1277,576,774,4211,8623.0,Education,29169
4087,28,Male,Salaried,655641.0,Married,3,11082.0,10817,3971.0,2284,852,1002,1100,877,2036,7011.0,Buy House,34021
4088,48,Male,Unemployed,631116.0,Single,1,10825.0,3802,5255.0,0,1129,627,2765,933,3232,5290.0,Buy House,28539
4089,45,Female,Salaried,385849.0,Married,3,17412.0,8936,3169.0,1404,1428,0,632,624,2189,17795.0,Save for Trip,35550
4090,61,Male,Self-Employed,793219.0,Single,0,642.0,9648,3105.0,1971,908,673,1776,708,2107,18919.0,Emergency Fund,21538
4091,23,Male,Salaried,712056.0,Single,2,9118.0,9536,7783.0,2748,611,1332,1674,164,2576,6312.0,Save for Trip,35542
4092,58,Female,Freelancer,202742.0,Married,2,7875.0,9726,5200.0,2092,635,859,2511,903,5249,15113.0,Education,35050
4093,33,Female,Self-Employed,655484.0,Married,2,9974.0,4198,6517.0,3453,1482,1261,1939,191,4181,13248.0,Buy House,33196
4094,21,Female,Salaried,445405.0,Married,3,18964.0,7249,7894.0,1304,0,638,2165,1178,2651,11782.0,Buy House,42013
4095,52,Male,Salaried,819415.0,Married,3,8587.0,6994,6220.0,1090,2347,818,2949,1025,1783,9453.0,None,31813
4096,43,Female,Self-Employed,310920.0,Married,3,11529.0,8550,4249.0,4265,2759,1305,930,734,1433,15717.0,Buy House,35754
4097,29,Female,Salaried,528705.0,Single,0,14739.0,803,4108.0,1848,2775,869,1421,1167,1719,14962.0,Education,29449
4098,28,Female,Salaried,672405.0,Married,4,8081.0,2404,5804.0,2130,1163,705,958,1163,3160,12414.0,Emergency Fund,25568
4099,54,Female,Self-Employed,610868.0,Single,3,563.0,16642,6044.0,1437,965,1418,0,710,2027,2254.0,Save for Trip,29738
4100,42,Male,Salaried,752592.0,Married,3,0.0,10902,5398.0,1117,913,938,232,503,1708,13638.0,Buy House,20919
4101,35,Male,Salaried,296316.0,Single,2,18660.0,7149,6155.0,1843,515,400,1472,916,2333,18575.0,Buy House,39443
4102,36,Male,Self-Employed,930383.0,Single,1,14267.0,8304,4825.0,3050,2198,897,673,1255,1880,10873.0,Education,37349
4103,40,Male,Salaried,705029.0,Married,1,10362.0,16072,5021.0,1778,0,721,893,937,1695,7238.0,Education,37053
4104,55,Female,Salaried,871944.0,Single,0,10289.0,504,4369.0,0,972,332,2398,789,3972,14624.0,Education,23133
4105,35,Female,Salaried,774848.0,Married,1,7749.0,8456,3702.0,898,919,2383,1767,770,1282,15245.0,None,27926
4106,43,Female,Self-Employed,597678.0,Single,4,12807.0,6634,3669.0,3886,1051,524,2497,768,154,7397.0,Buy House,31990
4107,23,Female,Self-Employed,343160.0,Married,2,15615.0,12970,4448.0,0,923,1184,1921,193,2280,12437.0,Save for Trip,39001
4108,21,Male,Freelancer,487289.0,Single,0,7523.0,10295,6105.0,1271,1645,824,1737,1205,1021,14416.0,Save for Trip,31626
4109,61,Male,Salaried,917913.0,Single,1,13292.0,16657,5052.0,2440,2115,1843,2472,1638,1714,,Save for Trip,47223
4110,46,Male,Salaried,877088.0,Single,1,7682.0,11257,4371.0,2464,1816,1897,1450,462,3615,14118.0,None,35014
4111,51,Male,Salaried,476080.0,Married,2,11543.0,6231,4612.0,2487,517,1346,1801,685,3088,8736.0,Emergency Fund,32310
4112,34,Male,,36339.0,Married,0,9194.0,7058,2278.0,2894,0,1549,1111,614,1951,11543.0,None,26376
4113,60,Female,,557462.0,Single,2,16546.0,10739,4203.0,1781,3231,0,1504,386,1045,9817.0,Buy House,39294
4114,60,Other,Salaried,,Married,0,12038.0,13811,6140.0,979,2443,1855,1156,850,1544,11622.0,None,40816
4115,33,Male,Salaried,550045.0,Married,1,6244.0,5166,3267.0,1781,3386,1484,1735,935,7400,13304.0,Education,31398
4116,19,Male,Salaried,705708.0,Married,2,11586.0,9024,2655.0,3194,1944,525,436,961,4707,11507.0,Save for Trip,35032
4117,51,Female,Self-Employed,775243.0,Single,2,16936.0,162,3159.0,341,2911,576,1247,737,1726,8500.0,Buy House,27795
4118,25,Male,Self-Employed,798060.0,Single,4,5960.0,6828,4261.0,1542,0,890,2074,1644,2585,6705.0,Buy House,25496
4119,30,Female,Self-Employed,689142.0,Single,2,10625.0,14902,4906.0,2019,165,2487,519,818,0,16356.0,Buy House,34650
4120,59,Female,Student,239846.0,Single,0,10011.0,14075,5348.0,1344,869,808,1901,831,1482,6943.0,Buy House,36669
4121,25,Female,Salaried,531760.0,Single,4,13050.0,10997,6057.0,1476,1630,507,2293,484,3206,5868.0,Emergency Fund,39700
4122,47,Male,Salaried,1060818.0,Single,2,10938.0,15117,4633.0,2407,817,511,2648,733,1565,2267.0,None,39369
4123,49,Female,Salaried,674843.0,Single,2,13831.0,6954,6094.0,2133,2517,0,485,686,2174,13750.0,Buy House,34534
4124,53,Male,Self-Employed,673564.0,Married,4,8418.0,7738,,2948,2433,1518,1077,515,2088,8904.0,Emergency Fund,29944
4125,64,Female,Self-Employed,671897.0,Married,1,11135.0,6881,6803.0,2554,2465,1540,2081,1064,3363,10870.0,None,37886
4126,47,Male,Self-Employed,683076.0,Married,2,10972.0,10618,5539.0,3036,2180,0,1032,596,0,13397.0,None,32352
4127,18,Male,Self-Employed,123378.0,Single,3,20952.0,19679,1990.0,1353,1808,2031,932,698,854,9720.0,Emergency Fund,50297
4128,60,Female,Self-Employed,552095.0,Single,1,13564.0,9467,5161.0,4606,3141,871,1467,1077,2651,5557.0,Education,42005
4129,56,Female,Student,592421.0,Single,2,16223.0,3436,8476.0,321,3284,556,1180,751,824,7859.0,Education,35051
4130,34,Female,Self-Employed,856299.0,Single,1,21206.0,3588,8076.0,2804,1258,0,1852,1066,3834,2021.0,Buy House,43581
4131,37,Female,Freelancer,609535.0,Single,0,13259.0,4516,4973.0,985,627,89,879,583,1657,17965.0,Emergency Fund,27568
4132,41,Female,Salaried,,Single,1,10853.0,4753,5896.0,361,2711,1285,1224,314,0,9721.0,Emergency Fund,26725
4133,39,Male,Self-Employed,686018.0,Single,4,7064.0,4397,3333.0,3670,3378,1645,1502,871,1338,6391.0,Education,27198
4134,46,Female,Student,439235.0,Married,2,5835.0,8876,3083.0,1628,3999,254,1266,1179,4060,14868.0,Emergency Fund,30180
4135,39,Female,Salaried,356643.0,Married,1,1209.0,2294,4716.0,725,2134,0,783,1159,0,1399.0,Emergency Fund,12362
4136,61,Female,Freelancer,433168.0,Single,3,16423.0,9960,4269.0,1596,1324,825,403,920,2407,16736.0,Buy House,38127
4137,26,Female,Freelancer,708501.0,Single,0,14288.0,11952,5223.0,1319,364,275,1849,881,2595,6777.0,Buy House,38746
4138,54,Male,Salaried,851752.0,Married,0,10835.0,5516,5943.0,1839,1426,1053,1123,889,1755,15363.0,Emergency Fund,30379
4139,27,Female,Self-Employed,696586.0,Single,1,10709.0,9379,5888.0,1672,588,1653,1555,94,1468,10029.0,Save for Trip,33006
4140,53,Male,Salaried,726405.0,Single,4,6998.0,10662,6530.0,641,418,285,459,878,1874,0.0,Save for Trip,28745
4141,54,Male,Unemployed,694609.0,Single,0,14478.0,11513,5761.0,2063,2463,1308,2162,671,1733,4534.0,Emergency Fund,42152
4142,45,Female,Freelancer,,Single,1,8990.0,8441,6692.0,1987,1025,1807,1452,1265,3128,9370.0,Education,34787
4143,45,Male,Salaried,739386.0,Single,1,10685.0,4209,6543.0,3623,1477,1113,1114,778,2109,10321.0,Buy House,31651
4144,59,Female,Salaried,116245.0,Married,0,6449.0,8431,4712.0,3446,3091,1329,2801,883,4114,8851.0,Save for Trip,35256
4145,60,Male,Self-Employed,622218.0,Single,1,7322.0,7374,,2006,0,474,952,456,2251,11468.0,Buy House,22177
4146,38,Male,Salaried,391015.0,Single,1,16657.0,8559,3168.0,2461,547,1909,1822,1109,2226,0.0,Emergency Fund,38458
4147,41,Female,Salaried,832581.0,Single,3,17563.0,4034,5884.0,952,2305,1337,1708,855,3300,11590.0,Buy House,37938
4148,59,Female,Self-Employed,570569.0,Married,1,5814.0,1928,5251.0,2659,1009,294,1008,851,0,3085.0,Save for Trip,18635
4149,57,Female,Salaried,606190.0,Single,1,14972.0,0,,4733,977,2250,1424,1655,1781,15219.0,Emergency Fund,35793
4150,19,Female,Salaried,298986.0,Single,4,8301.0,984,2636.0,855,1827,0,1607,925,1478,2038.0,Emergency Fund,18041
4151,25,Female,Freelancer,803366.0,Single,0,9507.0,710,6338.0,1389,1338,1773,1872,1471,844,18284.0,Emergency Fund,25242
4152,44,Male,Student,725466.0,Single,4,18005.0,12099,4975.0,2246,0,154,1429,125,1636,7477.0,Buy House,40194
4153,39,Male,Freelancer,711390.0,Single,2,10569.0,9005,3792.0,2185,879,1034,1600,964,4902,6482.0,Education,34930
